wavelength	mse
350.397168	3.408893230104277
351.986475	5.963601406051019
353.575781	8.045301614402382
355.165088	9.816793928481559
356.75437	11.14750941535707
358.343628	11.950900411285689
359.932886	12.67691497398113
361.522144	13.482588470108595
363.111377	14.390625880949901
364.70061	15.50589281900823
366.289819	16.45514905286971
367.879028	17.28058883841923
369.468213	18.01748812260701
371.057397	19.136051201826668
372.646582	21.570706175506928
374.235718	25.500902676387394
375.824878	29.882500530982856
377.414014	32.870196833497
379.003125	34.260283421688314
380.592236	35.014789190062196
382.181323	36.36843347747679
383.77041	37.94987307567414
385.359473	39.11884315839677
386.948535	39.875657757043186
388.537573	41.21749031443105
390.126587	44.2288912993843
391.715601	48.22058980037863
393.30459	52.56901524597826
394.893579	56.254964196380236
396.482544	59.14376395926955
398.071484	60.75095733743856
399.660425	61.664097292504984
401.249341	62.45385884013273
402.838232	63.55573734437386
404.4271	65.00398431350354
406.015967	66.66000607311207
407.60481	68.29574745480996
409.193652	69.64314556809148
410.782471	70.73866032477883
412.37124	71.57496674253127
413.96001	72.37705138116347
415.548779	73.20654745630769
417.1375	74.53704180579754
418.726221	76.51626785473916
420.314893	79.06440689443652
421.903564	82.12813889552214
423.492236	85.7942404792214
425.080859	89.85279081243011
426.669482	94.08381498251184
428.258057	98.24826348739094
429.846582	102.08679516335137
431.435156	105.29732792736695
433.023633	108.38958698852585
434.612158	111.25086223771113
436.200586	113.52169311145319
437.789063	115.05507173512436
439.377441	116.04527298267433
440.965869	116.86897219368014
442.554199	117.72666384268246
444.142529	118.70803994588853
445.730859	119.80636541223663
447.319141	121.03605794633764
448.907373	122.5086707925154
450.495605	124.14167156625389
452.083789	125.9266421358726
453.671973	127.76004899350102
455.260107	129.52673486961913
456.848193	131.263607598432
458.436279	132.8455739569997
460.024316	134.1779244522711
461.612305	135.43322689436377
463.200293	136.44861306969906
464.788232	137.42613742659012
466.376172	138.384037674258
467.964014	139.2220225160812
469.551855	140.0837308811983
471.139697	141.02710450889586
472.727441	142.35635830484756
474.315186	143.8207275710644
475.902881	145.4299328437809
477.490527	147.03077828563187
479.078174	149.5654912829572
480.665771	152.35955963801834
482.25332	155.29621802942393
483.84082	158.47824015568867
485.428271	162.04634148942412
487.015723	165.74501032502914
488.603125	169.71934675422395
490.19043	173.82001876671086
491.777734	177.91076313876206
493.36499	182.0096842772687
494.952246	186.02812851195935
496.539404	189.86416500640294
498.126514	193.4864691429579
499.713623	197.10783566244507
501.300684	200.6073418294751
502.887646	203.84483961086886
504.474609	206.86340694288194
506.061523	209.69379459071257
507.64834	212.31612520220457
509.235156	214.73440775939815
510.821924	217.00545961143487
512.408643	218.80421144267223
513.995264	220.6156017105252
515.581885	221.87733723995274
517.168457	222.98356405752824
518.754932	224.08116329606855
520.341406	225.21731176516408
521.927783	226.19475178509495
523.51416	227.0739474743544
525.100439	227.9613248723892
526.68667	228.8317826599682
528.272852	229.70710798459027
529.858984	230.57655260617082
531.445068	231.58957398361358
533.031055	232.68590710733778
534.616992	233.8368036596934
536.202881	235.13257224404606
537.788721	236.4609771231509
539.374512	237.9780856721752
540.960254	239.46553815488167
542.545898	240.98979847681989
544.131494	242.68949662026296
545.716992	244.35619845304944
547.30249	246.19279912854597
548.887891	248.01803258705326
550.473242	249.82580551442408
552.058496	251.70439691297057
553.643701	253.66457352587884
555.228857	255.63114449016535
556.813965	257.59716148463497
558.398975	259.557095484399
559.983936	261.4802893828818
561.568799	263.43205266850896
563.153613	265.2271223254354
564.73833	267.0099796561486
566.322998	268.81730119690786
567.907617	270.5795363659293
569.492139	272.3752079204574
571.076611	273.98745529739205
572.660986	275.5557750467482
574.245313	277.0912079530783
575.829541	278.6725938274987
577.413672	280.24720509711915
578.997803	281.7928496817232
580.581787	282.90770521392676
582.165723	284.0316442405279
583.749609	285.1702392797783
585.333398	286.19165759052527
586.91709	287.20891608805135
588.500684	288.1948084726445
590.084229	289.1432657038565
591.667725	290.020957474109
593.251123	290.89952044936797
594.834424	291.8427595535004
596.417627	292.71700677221
598.000781	293.64895828748854
599.583838	294.6413408954228
601.166797	295.60828115677987
602.749707	296.5279272601073
604.33252	297.7142253998577
605.915234	298.67060998477325
607.497852	299.60508190197726
609.08042	300.67894203952017
610.662891	301.6995248615943
612.245264	302.9497459333982
613.827539	304.45880532561813
615.409717	305.64756345117576
616.991846	306.9465415153238
618.573877	308.5136573437066
620.155762	310.1203600537611
621.737598	311.4866603620729
623.319385	313.4450672588979
624.901025	315.214736831943
626.482568	317.05255010523194
628.064063	318.9626044904975
629.64541	320.8442945437557
631.226709	322.65432446936
632.807861	325.05904022342315
634.388965	327.6596822599215
635.969971	330.11358245983087
637.55083	332.43413263848055
639.131641	334.96012332421594
640.712354	337.4177703918265
642.29292	339.8696893688785
643.873438	343.3991993021602
645.453857	346.8551881885386
647.034131	349.8295559425016
648.614355	352.958772970966
650.194434	355.557750382179
651.774414	359.03690495407693
653.354346	362.5249500501971
654.934131	365.8044908329525
656.513818	368.9608590389658
658.093408	372.6205712576286
659.6729	376.154039809305
661.252246	379.9314969803283
662.831543	383.6075411414795
664.410693	387.09546604348577
665.989746	390.6030265255318
667.568701	394.4247865184094
669.147559	398.37711777982804
670.72627	402.3072041571041
672.304883	406.23188740182934
673.883447	410.0528760773625
675.461816	413.7540034227675
677.040137	417.70548343481033
678.618311	421.6456449234678
680.196387	425.51542665129733
681.774365	429.41461835507164
683.352246	433.3012046387229
684.92998	437.1160486324429
686.507617	441.0722763384426
688.085107	444.9844953397041
689.662549	448.610861315336
691.239795	452.432813349585
692.816992	455.95012192257855
694.394043	459.79323119257344
695.970996	463.664920977908
697.547852	467.4347007910921
699.124561	471.12401651498726
700.701172	474.9052864795184
702.277637	478.0849293879319
703.854004	481.6263240818461
705.430225	485.0783915477069
707.006396	488.6820375891647
708.582373	492.0673651606646
710.158301	494.7903694357378
711.734033	498.22269067384167
713.309717	501.8814996238032
714.885254	504.69235293357514
716.460645	507.9418501319919
718.035938	511.45722185857284
719.611133	514.2294333924798
721.186182	517.9097424707528
722.761084	521.5763608901266
724.335937	524.4087066218158
725.910596	526.4105167725554
727.485156	529.4683699528064
729.059619	532.3210446355562
730.633936	534.9704471158459
732.208105	537.2151972991072
733.782178	539.571469219305
735.356152	542.0954830344458
736.92998	545.1300949863684
738.503662	548.191711467766
740.077246	550.374664786846
741.650684	552.3526643487473
743.224023	554.9478132058799
744.797217	557.1029484572149
746.370264	559.2526613437324
747.943213	560.7470284330107
749.516016	562.4576401629487
751.088721	564.2958609701353
752.661279	565.6069554817515
754.23374	567.7681817089581
755.806055	569.2493141626584
757.378223	570.8401858080935
758.950293	572.4141146518477
760.522217	574.804828549265
762.093994	576.556134614
763.665674	577.9963856790376
765.237256	579.2562406825434
766.808643	580.4854174774143
768.379932	582.1029255485337
769.951123	583.4573876883782
771.522119	585.1823272643938
773.093018	586.4527043126193
774.663818	587.5314799313253
776.234473	588.5002177390896
777.80498	589.4291546744969
779.375342	590.3451408902555
780.945605	591.8334622777414
782.515723	593.2330910488957
784.085742	594.7060259721668
785.655615	595.6321510001156
787.225342	596.5351828139646
788.794971	597.4753352729988
790.364453	598.6561714121375
791.933789	600.7821604724988
793.503027	601.9118038099815
795.07207	602.824946343538
796.641064	604.1676991310911
798.209863	605.209801360399
799.778564	606.1404153996149
801.347168	607.1055009128128
802.915625	608.006711920274
804.483936	609.6101340089649
806.0521	610.5063856654555
807.620166	611.476592222828
809.188086	612.3711434693245
810.755859	613.4832890939826
812.323535	614.9492551353741
813.891064	615.9411350337335
815.458496	616.8677633109725
817.025781	617.7634083723634
818.59292	618.7223969359775
820.159961	619.7391015762677
821.726855	621.0829331631033
823.293555	621.9782933873806
824.860254	622.9218635674866
826.426758	623.8706605742678
827.993066	624.7676170688561
829.559375	625.7723611306994
831.125488	626.6944434366355
832.691504	627.8789527608166
834.257324	628.8988153671701
835.823145	629.8435576201584
837.38877	631.2061614078942
838.954199	632.1028025996698
840.519531	633.0250394897881
842.084863	634.0160482006669
843.649902	635.1892178427834
845.214941	636.2494409341152
846.779785	637.2325973267361
848.344531	638.1659740174316
849.90918	639.0894508496149
851.473633	640.2778990753617
853.037988	641.1966197570101
854.602246	642.124188169111
856.166406	643.6062732895226
857.730371	644.5086682111298
859.294238	645.723854070516
860.858008	646.6261118551462
862.421582	647.9807849539649
863.985156	649.0339601478753
865.548535	649.9549678995335
867.111816	651.0742251858845
868.675	653.001442742725
870.237988	654.8402466762129
871.800879	656.1922234334496
873.363672	657.6420216508404
874.926367	658.9168081764496
876.488965	659.8216993617043
878.051367	660.8224124845307
879.613672	662.3723431085712
881.175879	664.1971797274604
882.737988	665.7724122273474
884.3	666.8060229144824
885.861914	667.7445835185852
887.423633	669.2345289754053
888.985254	671.1521422126401
890.546777	673.0917960272633
892.108203	675.1616063398534
893.669531	676.664743147984
895.230762	677.6815828297268
896.791797	678.634975019596
898.352832	680.2564450263606
899.913672	681.9621158466897
901.474414	683.1393600900551
903.035059	684.7874215763446
904.595605	686.6627755558791
906.156055	688.74319137288
907.716406	690.4629112775516
909.27666	692.1797725380925
910.836816	694.2640995493471
912.396777	696.2889896086307
913.956738	698.0767529134869
915.516602	699.1341710432043
917.07627	700.6187670894295
918.635938	702.2584735432318
920.195508	704.188086994216
