wavelength	mse
971.61123	4647.517960450737
973.168066	4650.135589810121
974.724707	4652.784290161866
976.281445	4655.343663535043
977.838086	4657.515428505007
979.394629	4660.174294620681
980.951074	4662.727425577415
982.50752	4665.36103475883
984.063965	4668.007426356306
985.620313	4670.683772739336
987.176563	4673.283057209262
988.732812	4675.9245494375
