wavelength	aoi	alpha	beta
350.397168	80	-0.8782626506639611	-0.1091885760613706
351.986475	80	-0.8794715034103772	-0.11680827481510606
353.575781	80	-0.8807597018243185	-0.1257027028726813
355.165088	80	-0.8822230899457991	-0.13593033675152325
356.75437	80	-0.8839711726010303	-0.14747348515754802
358.343628	80	-0.8861169359513701	-0.1602493292118981
359.932886	80	-0.8888760442205643	-0.17395749939907124
361.522144	80	-0.8923278384427056	-0.18836058653549193
363.111377	80	-0.8966384128661861	-0.20302430435572988
364.70061	80	-0.9020373778965198	-0.21722524679008
366.289819	80	-0.9087032584683323	-0.2291645353967037
367.879028	80	-0.9165466461334807	-0.23802432860943834
369.468213	80	-0.9254653529055274	-0.24240988213629808
371.057397	80	-0.9350291874728048	-0.24120183408255477
372.646582	80	-0.9445269107552582	-0.23473321554745566
374.235718	80	-0.9536775730154838	-0.22336985967985862
375.824878	80	-0.9620118490007338	-0.20815120894492284
377.414014	80	-0.9691412548510111	-0.1912831712898863
379.003125	80	-0.9752039820653612	-0.1732301170622498
380.592236	80	-0.9802176171518221	-0.15499254403593674
382.181323	80	-0.984322701229421	-0.13728717761456424
383.77041	80	-0.9876711929747355	-0.12012674210824778
385.359473	80	-0.9903763907100281	-0.10365276610102653
386.948535	80	-0.9925495074516485	-0.08795607936410058
388.537573	80	-0.9942682279832811	-0.07303828089353855
390.126587	80	-0.9956020978492431	-0.05892028942054922
391.715601	80	-0.9966212821483387	-0.04560981306822636
393.30459	80	-0.9973742967006164	-0.03307073584731143
394.893579	80	-0.9979069645696512	-0.02127767726777985
396.482544	80	-0.9982631961490483	-0.010160622630331111
398.071484	80	-0.9984691248628758	0.00032357784057922734
399.660425	80	-0.9985522054132111	0.010247522313991406
401.249341	80	-0.9985320112571053	0.019675685498890965
402.838232	80	-0.998423532027391	0.028652976921575042
404.4271	80	-0.99823898488149	0.03725102180053069
406.015967	80	-0.997987361683994	0.04550332120156762
407.60481	80	-0.9976762976725512	0.05344862009865277
409.193652	80	-0.9973122781978525	0.061108580805151004
410.782471	80	-0.9969001318303314	0.06851944695594668
412.37124	80	-0.9964436117126932	0.07570546094595645
413.96001	80	-0.9959471643653192	0.0826792285462229
415.548779	80	-0.9954145648133625	0.08945048986648589
417.1375	80	-0.9948484243337467	0.09603809334527072
418.726221	80	-0.9942512372000215	0.10245787392807851
420.314893	80	-0.9936289567431777	0.10868498124254679
421.903564	80	-0.992981161320613	0.11476031687034949
423.492236	80	-0.9923119597849794	0.12067239738703756
425.080859	80	-0.99162205750513	0.12644293251587785
426.669482	80	-0.9909169994955158	0.1320490216125502
428.258057	80	-0.9901971092176746	0.13751145257365216
429.846582	80	-0.9894647280956599	0.14283156119648321
431.435156	80	-0.9887210350939689	0.14801808603006772
433.023633	80	-0.987967257616166	0.15307802997977704
434.612158	80	-0.9872077331653836	0.15799737708281275
436.200586	80	-0.9864418665121277	0.16279395371630276
437.789063	80	-0.9856731478633932	0.16745806818042952
439.377441	80	-0.9848988564869432	0.1720174379519307
440.965869	80	-0.9841244421767467	0.1764498836413341
442.554199	80	-0.9833472094359238	0.18078062682637014
444.142529	80	-0.9825745146964634	0.18497776598062546
445.730859	80	-0.9818006946950508	0.18908062997626798
447.319141	80	-0.9810296697531081	0.19307526700836897
448.907373	80	-0.9802578846907871	0.1969867708171905
450.495605	80	-0.9794940526483186	0.20077753170557094
452.083789	80	-0.9787325857771041	0.20448164177700554
453.671973	80	-0.9779757330681312	0.20809319971194787
455.260107	80	-0.9772208940566071	0.21162939327436842
456.848193	80	-0.9764743881658824	0.215065395062949
458.436279	80	-0.9757340547622261	0.21841589929313915
460.024316	80	-0.9749982332700741	0.22169225514824678
461.612305	80	-0.974267163535869	0.22489681576049075
463.200293	80	-0.973541345132561	0.2280307088798973
464.788232	80	-0.9728260876341592	0.23107453281048435
466.376172	80	-0.9721146009347453	0.23406029625084257
467.964014	80	-0.9714133233552983	0.2369637702915555
469.551855	80	-0.9707133049157496	0.23982446797396303
471.139697	80	-0.9700243279298836	0.24260472714507525
472.727441	80	-0.969337879394586	0.2453411712498977
474.315186	80	-0.9686611619566997	0.24800713499280425
475.902881	80	-0.9679907880556053	0.25061809977116395
477.490527	80	-0.9673260279139415	0.25317863942945307
479.078174	80	-0.966670234992406	0.25567763638149027
480.665771	80	-0.9660176949996272	0.25813840965315255
482.25332	80	-0.9653789547212512	0.26052293570526025
483.84082	80	-0.9647429923799737	0.26287393265662246
485.428271	80	-0.9641152045831755	0.2651726633659055
487.015723	80	-0.9634917461765256	0.26743442007349927
488.603125	80	-0.9628722179566229	0.2696616073649229
490.19043	80	-0.9622626956151878	0.2718335818503541
491.777734	80	-0.9616556672883785	0.2739781429813807
493.36499	80	-0.9610606805411532	0.2760626786127577
494.952246	80	-0.9604695083679101	0.27811706212751924
496.539404	80	-0.959881821415111	0.28014310149312033
498.126514	80	-0.95930092424151	0.28213018418929453
499.713623	80	-0.9587211424965676	0.2840983573488353
501.300684	80	-0.9581544409166107	0.2860079192331482
502.887646	80	-0.9575935102426882	0.2878844550017642
504.474609	80	-0.9570376729569384	0.28973087352296845
506.061523	80	-0.9564903920059279	0.29153639271151816
507.64834	80	-0.9559429600659208	0.29333022436225686
509.235156	80	-0.9554020219911372	0.2950910421576443
510.821924	80	-0.9548648955290306	0.2968281130485709
512.408643	80	-0.9543302191551881	0.29854624425628257
513.995264	80	-0.9538106265403322	0.30020560422826
515.581885	80	-0.9532939224816485	0.30184579463772987
517.168457	80	-0.9527807867072625	0.3034649904490839
518.754932	80	-0.9522734882880801	0.3050564444737768
520.341406	80	-0.9517649075098317	0.3066427438456192
521.927783	80	-0.9512632198206223	0.3081987103676921
523.51416	80	-0.9507675660360482	0.30972748198551403
525.100439	80	-0.9502743181963299	0.31124058587616377
526.68667	80	-0.9497930218890451	0.31270924021604807
528.272852	80	-0.949316507693182	0.3141558102403604
529.858984	80	-0.9488398532336391	0.31559542100183746
531.445068	80	-0.9483713347235461	0.31700336421238673
533.031055	80	-0.9479016873710263	0.3184077193127847
534.616992	80	-0.9474333048014689	0.3198014424494974
536.202881	80	-0.9469783152581198	0.3211488914239747
537.788721	80	-0.9465245104538824	0.3224865700322735
539.374512	80	-0.9460729673882499	0.32381144894107283
540.960254	80	-0.9456310102968217	0.3251023593853584
542.545898	80	-0.9451891091306415	0.3263873787561834
544.131494	80	-0.9447492305870417	0.32766089887816574
545.716992	80	-0.9443192865904633	0.3289003210584432
547.30249	80	-0.9438898833252631	0.33013296154811594
548.887891	80	-0.943462849669642	0.3313536870857463
550.473242	80	-0.9430458515513025	0.33254087051568754
552.058496	80	-0.9426296386661144	0.33372107182603233
553.643701	80	-0.9422141034063078	0.3348946672795736
555.228857	80	-0.9418085222214629	0.3360356919437679
556.813965	80	-0.9414021613246247	0.3371745232195252
558.398975	80	-0.9409945559855769	0.338312473447268
559.983936	80	-0.9405974046201256	0.33941709517507207
561.568799	80	-0.9402007200889879	0.34051635857582113
563.153613	80	-0.9398040418929857	0.34161158866659025
564.73833	80	-0.9394161476479631	0.34267873361421436
566.322998	80	-0.9390329129511711	0.3437293693879829
567.907617	80	-0.938650783252447	0.34477335243866514
569.492139	80	-0.9382738036207511	0.345799752646752
571.076611	80	-0.9379026736984772	0.34680684526054395
572.660986	80	-0.9375306847398436	0.34781292418197196
574.245313	80	-0.9371579122019928	0.3488177880286396
575.829541	80	-0.9367940470196385	0.3497954614641193
577.413672	80	-0.9364287056952729	0.3507739574966712
578.997803	80	-0.9360635364913467	0.3517488797441547
580.581787	80	-0.9357085442897742	0.35269368752966407
582.165723	80	-0.9353583134514112	0.3536229963284441
583.749609	80	-0.9350083084984636	0.3545489135219026
585.333398	80	-0.934660322571178	0.3554667397150259
586.91709	80	-0.934318895455705	0.3563646230568967
588.500684	80	-0.9339759929417608	0.3572637661645593
590.084229	80	-0.9336319879356002	0.35816318396310937
591.667725	80	-0.9332972499739208	0.3590358896886213
593.251123	80	-0.9329655152300892	0.35989836158332844
594.834424	80	-0.9326338481690003	0.36075828017130795
596.417627	80	-0.9323043008910266	0.3616103668254553
598.000781	80	-0.9319838901823281	0.3624366133303339
599.583838	80	-0.9316637661918267	0.3632599522916591
601.166797	80	-0.9313435184522139	0.3640814537949808
602.749707	80	-0.9310282137631073	0.36488818149971364
604.33252	80	-0.9307172864159048	0.3656816867634774
605.915234	80	-0.9304051052449925	0.3664763824271011
607.497852	80	-0.9300912865726567	0.36727322893642605
609.08042	80	-0.9297855059697434	0.3680477374215406
610.662891	80	-0.9294812415107225	0.3688165270024291
612.245264	80	-0.9291767262038609	0.36958408842528095
613.827539	80	-0.9288729780229266	0.3703478763634026
615.409717	80	-0.9285806434299462	0.37108123978304736
616.991846	80	-0.9282890698662887	0.3718110183967023
618.573877	80	-0.9279966900490146	0.3725411390586267
620.155762	80	-0.9277033854168815	0.3732718881526262
621.737598	80	-0.9274184442520119	0.3739801983804828
623.319385	80	-0.9271311500729089	0.3746927666612909
624.901025	80	-0.9268424566211984	0.37540720932140487
626.482568	80	-0.926555140391902	0.3761166685820284
628.064063	80	-0.9262794255293622	0.37679601846438426
629.64541	80	-0.9260037703598373	0.37747379145851945
631.226709	80	-0.9257278305562964	0.3781508387883169
632.807861	80	-0.9254523832386212	0.37882526148578993
634.388965	80	-0.925186125434958	0.3794758439427316
635.969971	80	-0.9249189889845464	0.3801272578793293
637.55083	80	-0.9246509607759497	0.3807795292214144
639.131641	80	-0.9243820024182712	0.3814327449924607
640.712354	80	-0.9241239937534294	0.38205813276532274
642.29292	80	-0.9238654187993586	0.3826836853939429
643.873438	80	-0.9236059041310559	0.3833103014631405
645.453857	80	-0.9233454374348006	0.3839380032499783
647.034131	80	-0.9230928167318203	0.3845456402303888
648.614355	80	-0.9228422340522482	0.38514725676360406
650.194434	80	-0.9225912006360486	0.3857488453295486
651.774414	80	-0.9223399801780274	0.3863497759099217
653.354346	80	-0.9220933319568526	0.3869386954499551
654.934131	80	-0.9218520318476772	0.38751381942830354
656.513818	80	-0.9216102193274944	0.38808915387495996
658.093408	80	-0.9213673503345249	0.38866598641421823
