wavelength	mse
350.397168	789.26279496235
351.986475	792.437912447451
353.575781	794.9935480741391
355.165088	797.1288546928953
356.75437	798.63745076432
358.343628	799.2543365583856
359.932886	799.4717049461084
361.522144	799.6348693629587
363.111377	799.8029539620468
364.70061	800.0399397744787
366.289819	800.2206055478705
367.879028	800.3874499954323
369.468213	800.8398033458675
371.057397	802.0312752929624
372.646582	805.0598899488334
374.235718	809.9733769727428
375.824878	815.4573310980477
377.414014	819.2406700023271
379.003125	820.8731216108789
380.592236	821.0946690461893
382.181323	821.3468949961959
383.77041	821.6982835572535
385.359473	821.8580335967661
386.948535	822.143239937937
388.537573	823.7317824315234
390.126587	827.671380258609
391.715601	832.8798861550409
393.30459	838.5508615745925
394.893579	843.400273563793
396.482544	847.2242995834727
398.071484	849.254264701878
399.660425	850.0662892496423
401.249341	850.309982563158
402.838232	850.3969838930763
404.4271	850.5773858716934
406.015967	850.8414488748213
407.60481	851.0905409748972
409.193652	851.2213243880781
410.782471	851.2946398796059
412.37124	851.4607146541385
413.96001	851.7273100350274
415.548779	852.2733740705515
417.1375	853.8968015198978
418.726221	856.5459095355249
420.314893	860.0171350559297
421.903564	864.2026387863249
423.492236	869.1973269268946
425.080859	874.7116779208467
426.669482	880.4568841100397
428.258057	886.123918665568
429.846582	891.3740354809155
431.435156	895.7959661350271
433.023633	900.0635124441106
434.612158	904.0198580142189
436.200586	907.1451155145337
437.789063	909.1408843605018
439.377441	910.1181201986266
440.965869	910.5248556905341
442.554199	910.7057383594753
444.142529	910.7752707463379
445.730859	910.8192315261701
447.319141	910.8663261984256
448.907373	910.9647145429269
450.495605	911.1149032141694
452.083789	911.3228771382343
453.671973	911.5489461822934
455.260107	911.7443850734321
456.848193	911.9254321451687
458.436279	912.047084615385
460.024316	912.0997913950245
461.612305	912.1397590638575
463.200293	912.1972248417868
464.788232	912.2717579536562
466.376172	912.3585571543135
467.964014	912.731141992795
469.551855	913.301452010663
471.139697	914.153342143651
472.727441	915.8332177782281
474.315186	917.7558656033634
475.902881	919.9270196794633
477.490527	922.0858783623469
479.078174	925.6876687776916
480.665771	929.6652368142419
482.25332	933.8477049589674
483.84082	938.3763797328988
485.428271	943.4386183842653
487.015723	948.6813490604148
488.603125	954.2982502242077
490.19043	960.0872456188696
491.777734	965.8665669460105
493.36499	971.6602389013262
494.952246	977.349890038823
496.539404	982.7979554364326
498.126514	987.959610610454
499.713623	993.1230219032481
501.300684	998.1228087157032
502.887646	1002.7635024171682
504.474609	1007.0999849596662
506.061523	1011.171427231615
507.64834	1014.9447682021623
509.235156	1018.4200288410668
510.821924	1021.6765665996679
512.408643	1024.1961294512355
513.995264	1026.737653856476
515.581885	1028.3145059935766
517.168457	1029.5689128923816
518.754932	1030.8043658872584
520.341406	1032.1252189475429
521.927783	1033.0642503343372
