wavelength	n	k
626.482568	1.9339425925577298	0
628.064063	1.9324188125612936	0
629.64541	1.9327898466503786	0
631.226709	1.9335294352317134	0
632.807861	1.9327804008296063	0
634.388965	1.9313890834254053	0
635.969971	1.9326253963954614	0
637.55083	1.932791245925985	0
639.131641	1.9314810546916792	4.5759226170468834E-08
640.712354	1.9313221515669063	2.2581025029717454E-06
642.29292	1.9322470443182334	0
643.873438	1.9318951990053803	-4.3362746840026585E-09
645.453857	1.9303024348342908	2.0876132761916967E-07
647.034131	1.9311081848710103	2.7238961925141157E-07
648.614355	1.9317132340963223	4.110365973513106E-07
650.194434	1.9309622961915838	5.104240500906523E-07
651.774414	1.9295904518479348	5.089019737778766E-07
653.354346	1.9307503395405705	4.912080550303699E-07
654.934131	1.93109168757176	2.555536239990043E-08
656.513818	1.9301102150178797	1.9811213264096063E-07
658.093408	1.929211236316144	2.675390158524309E-06
659.6729	1.930323220435976	-5.651312092608647E-08
661.252246	1.9304758988108175	1.8682302479075027E-07
662.831543	1.9293470203421714	-1.4356974302764393E-07
664.410693	1.928754412340176	3.134386356937613E-08
665.989746	1.9298270894795082	2.597946786071098E-07
667.568701	1.9298965998027482	3.8007518104925485E-07
669.147559	1.9287200021689306	1.8334077844337362E-07
670.72627	1.928262448498997	1.9867189232649685E-06
672.304883	1.9292644126572214	2.494345896156175E-06
673.883447	1.9293187147042081	4.9007773570623725E-08
675.461816	1.9281835780380103	2.2486968662735652E-08
677.040137	1.927593348262837	0
678.618311	1.9286367138527718	0
680.196387	1.9287832759307264	0
681.774365	1.9277944027900644	0
683.352246	1.92692471941939	1.7723608989243065E-06
684.92998	1.927964765174058	0
686.507617	1.9282396369439807	2.2181244219704324E-10
688.085107	1.927479161660646	-1.4447663551275636E-08
689.662549	1.9261793533006835	5.042549834537979E-09
691.239795	1.9272399458043323	8.837744316478414E-08
692.816992	1.9277517483897413	9.990155193013801E-08
694.394043	1.9272345477140902	-1.0099732642585045E-08
695.970996	1.9258038196044374	-2.9722269948953417E-08
697.547852	1.926389473986683	-7.43500985963879E-08
699.124561	1.9271473129865726	0
700	1.927214534560551	0
700.701172	1.9269993309410316	0
702.277637	1.9259054400372495	6.079134786196138E-08
703.854004	1.9254178077135427	1.913548843730717E-06
705.430225	1.9264335030825153	-5.4277809784433685E-08
707.006396	1.9266919132328852	2.5357837698252504E-07
708.582373	1.9259840349607584	-2.7592248066473467E-07
710.158301	1.9246648849606964	1.6960950245225025E-07
711.734033	1.9255223902383838	6.626720283673846E-08
713.309717	1.9261381864305076	1.9360556534543807E-07
714.885254	1.9259538675876633	4.0468500609101983E-07
716.460645	1.924860715745937	5.30934029683285E-07
718.035938	1.924355678223088	3.9936597677419137E-07
719.611133	1.9253020948782253	4.622941472685513E-07
721.186182	1.9256663181594627	-5.016565860193935E-08
722.761084	1.9250847770516883	1.3357716710484775E-07
724.335937	1.9237283767555509	1.8705210897482654E-06
725.910596	1.9242111165169558	1.9867063779390903E-06
727.485156	1.9249777045018597	2.778218030832521E-07
729.059619	1.925060255640876	-1.7465127730026052E-07
730.633936	1.9242880788240118	1.2731527353117315E-07
732.208105	1.9230926686139231	1.3804122119788447E-07
733.782178	1.9239317004753536	9.966889765153827E-07
735.356152	1.9245670329077695	4.750076815492777E-07
736.92998	1.924461300606481	4.0353731757550916E-07
738.503662	1.9235857366411753	1.418599301367711E-07
740.077246	1.9226318076952083	7.849411191136737E-07
741.650684	1.9235404554031756	7.578703540724907E-07
743.224023	1.9240759987217153	1.2834008383464182E-06
744.797217	1.9239255157535877	2.037608449637587E-06
746.370264	1.9229972975693088	1.390555634017732E-06
747.943213	1.9221590072855825	1.4738137734486688E-06
749.516016	1.9230744177959087	1.6437394485187835E-06
751.088721	1.9236086131278403	1.984661727705624E-06
752.661279	1.9234086648981965	1.8640821611810267E-06
754.23374	1.9225676849371636	2.015769221072809E-06
755.806055	1.9216367085458885	1.7946668363600292E-06
757.378223	1.922695474966576	3.963086579654866E-06
758.950293	1.923103061427942	2.2327783650064783E-06
760.522217	1.9230327937810083	1.959117506017639E-06
762.093994	1.922335226141336	-1.4062524396540699E-06
763.665674	1.921126331849818	1.7310779323735642E-06
765.237256	1.9218865448165197	1.5042498223833843E-06
766.808643	1.9224971623181026	1.423208299785161E-06
768.379932	1.9226255992987127	1.390841570268081E-06
769.951123	1.9220109109604824	1.2795611612957033E-06
771.522119	1.9208367986272736	1.0466233219216744E-06
773.093018	1.9211162426254655	1.3617185336955106E-06
774.663818	1.9218842089613601	1.2854009376530096E-06
776.234473	1.922184798943533	6.038594611872051E-07
777.80498	1.9218046616212923	1.186329425884594E-06
779.375342	1.9208610208168566	1.0915635425713E-06
780.945605	1.9202074971823984	1.0035445870572315E-06
782.515723	1.921123402301462	1.1702980170200702E-06
784.085742	1.9216411054380782	1.0799290784541264E-06
785.655615	1.9215911967051014	1.1894352644744767E-06
787.225342	1.9209180394652663	1.271213745383622E-06
788.794971	1.9197572768834017	9.715964121212772E-07
790.364453	1.9201917010286642	8.525152627514936E-07
791.933789	1.9209286988282597	9.860748875915566E-07
793.503027	1.9212307823260732	8.653784641093944E-07
795.07207	1.920923115097902	7.383152745537865E-07
796.641064	1.9200761670405948	5.775954254883973E-07
798.209863	1.9192574643238554	6.721231973881354E-07
799.778564	1.9199851742027099	4.2454769905542035E-07
801.347168	1.9206086406780019	3.554866260516078E-07
802.915625	1.9207530684418834	2.2892422293537632E-07
804.483936	1.9203140408156913	2.98947701627431E-07
806.0521	1.9193286597103483	1.820950525782393E-07
807.620166	1.918932396914959	1.6151031954628573E-07
809.188086	1.9196569678454003	4.081758757122531E-07
810.755859	1.9202227672810757	3.630260515451338E-07
812.323535	1.9202655916882962	-1.8542321097762806E-07
813.891064	1.9197796452672629	2.2849037306626314E-06
815.458496	1.9187358681098496	7.538922187318477E-07
817.025781	1.9185296270842902	-1.0105220254518475E-07
818.59292	1.919237629220724	2.611789821485647E-07
820.159961	1.9197753124640888	1.9319505716536193E-07
821.726855	1.9198038218036106	1.599527691890103E-07
823.293555	1.9193473771624725	4.164146417714844E-07
824.860254	1.9183157147397347	3.3381595788462904E-07
826.426758	1.9180515853791213	2.841386640909369E-07
