wavelength	n	k
206.66666666666666	1.0923179252575637	3.0105246137241575
207.35785953177256	1.1013664096762263	3.021292433440216
208.05369127516778	1.110499261342481	3.0326899956049242
208.75420875420875	1.1197682300359184	3.044647908871857
209.45945945945945	1.1291994989397185	3.057121441553428
210.16949152542372	1.1388385881119003	3.070057545026266
210.8843537414966	1.148719746558018	3.0834326741688907
211.6040955631399	1.1588393779919024	3.0971936820264663
212.3287671232877	1.169245158824643	3.111323551390126
213.05841924398624	1.1799031749174362	3.1258073360621967
213.79310344827587	1.1908603099194999	3.1406286437179367
214.53287197231833	1.2021103586868396	3.1557834707822083
215.2777777777778	1.2136608702068374	3.1712730421506152
216.02787456445992	1.2255411445319337	3.1871226987583396
216.7832167832168	1.237803571989013	3.203335399677773
217.5438596491228	1.2504646691555383	3.2199630259998746
218.3098591549296	1.2636197532194606	3.2370101761851804
219.08127208480565	1.2773510833081643	3.2545085327939365
219.8581560283688	1.291790806804101	3.27243387840665
220.6405693950178	1.3070884749694442	3.2907871826354778
221.42857142857144	1.3234255884085098	3.3094796098562704
222.22222222222223	1.3409920119052021	3.3283568883149477
223.02158273381298	1.3599272121923538	3.3472379692010645
223.82671480144404	1.3803949891260554	3.3658119861341516
224.6376811594203	1.402427152731725	3.3837408173084436
225.45454545454547	1.4260133497865397	3.4006343634341856
226.2773722627737	1.4510203270841797	3.4160444946767714
227.1062271062271	1.4771408806520958	3.429598399418458
227.94117647058823	1.5039657117990701	3.4409029138101648
228.78228782287823	1.5309844692492127	3.4497410692807504
229.62962962962962	1.5575797921138592	3.4560027211796944
230.48327137546468	1.5831973666689712	3.4597707874695347
231.34328358208953	1.6069733597095397	3.4611650320110665
232.20973782771537	1.628701497309383	3.460732374416985
233.08270676691728	1.647644449955167	3.4588773082415143
233.9622641509434	1.6635140585941064	3.456237697719912
234.84848484848484	1.6762636041636174	3.453514104596013
235.74144486692015	1.6859610732996133	3.451443863179812
236.64122137404578	1.6926231737494057	3.4505612888794643
237.54789272030652	1.696538028112985	3.451440464622488
238.46153846153845	1.698303046141501	3.4546249053310407
239.3822393822394	1.6982219142394717	3.46038403504628
240.31007751937983	1.6966618574751233	3.4688703432977914
241.24513618677045	1.694245031040182	3.4803112253366577
242.1875	1.6912874636804875	3.494674989867123
243.1372549019608	1.6882165573520103	3.5119901970987155
244.09448818897638	1.6852490211929791	3.53211894808653
245.05928853754943	1.682812293439304	3.555060789206065
246.03174603174602	1.680972277970738	3.580665831839957
247.01195219123508	1.6799981677221016	3.608932507480518
248	1.680008721573109	3.6395644388527746
248.99598393574294	1.681153781467117	3.6727752499902833
250	1.6835943131561553	3.7084349544372146
251.01214574898785	1.6874317704409418	3.746521850983049
252.03252032520325	1.6929198520177864	3.786948326206198
253.0612244897959	1.6999829168440057	3.829744367129672
254.0983606557377	1.709071979738957	3.874909938557132
255.1440329218107	1.7202463652539415	3.9224032884405697
